,year_released,reporting_year,race,sex,age_at_release,conviction_class,convicting_type,conviction_subtype,release_type,supervising_district,recidivism,recidivism_type,days_to_recidivism,new_conviction_class,new_conviction_type,new_conviction_subtype,target_poulation,sort_number,initial_supervision_status,recidivism_supervision_status
23908,2015,2018,White - Non-Hispanic,,25-34,C Felony,Violent,Other Violent,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
23909,2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Parole Granted,792.0,C Felony,Drug,Trafficking,No,,,
23910,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,,No,Parole Granted,,,,,No,,,
23911,2015,2018,Black - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
23912,2015,2018,White - Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,3JD,Yes,Parole Granted,890.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,,,
23913,2015,2018,Black - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23914,2015,2018,White - Non-Hispanic,,25-34,D Felony,Public Order,Other Public Order,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
23915,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,No,,,
23916,2015,2018,Black - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
23917,2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23918,2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,Traffic,Paroled w/Immediate Discharge,6JD,Yes,Paroled w/Immediate Discharge,238.0,D Felony,Property,Forgery/Fraud,No,,,
23919,2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23920,2015,2018,American Indian or Alaska Native - Non-Hispanic,,Under 25,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23921,2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,Yes,Released to Special Sentence,385.0,D Felony,Other,Other Criminal,Yes,,,
23922,2015,2018,Black - Non-Hispanic,,45-54,D Felony,Property,Theft,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,No,,,
23923,2015,2018,White - Non-Hispanic,,25-34,C Felony,Property,Burglary,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
23924,2015,2018,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Parole Granted,313.0,C Felony,Drug,Trafficking,No,,,
23925,2015,2018,White - Hispanic,,35-44,B Felony,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
23926,2015,2018,White - Non-Hispanic,,35-44,C Felony,Violent,Sex,Released to Special Sentence,8JD,Yes,Released to Special Sentence,662.0,D Felony,Other,Other Criminal,No,,,
23927,2015,2018,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
23928,2015,2018,White - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole Granted,5JD,Yes,Parole Granted,217.0,D Felony,Public Order,OWI,Yes,,,
23929,2015,2018,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,Parole Granted,,,,,No,,,
23930,2015,2018,Black - Non-Hispanic,,45-54,D Felony,Property,Burglary,Parole Granted,1JD,Yes,Parole Granted,1046.0,D Felony,Property,Burglary,Yes,,,
23931,2015,2018,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,178.0,C Felony,Drug,Trafficking,No,,,
23932,2015,2018,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,338.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,,,
23933,2015,2018,American Indian or Alaska Native - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole Granted,6JD,Yes,Parole Granted,490.0,D Felony,Public Order,OWI,No,,,
23934,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Paroled to Detainer - Out of State,,No,Paroled to Detainer - Out of State,,,,,Yes,,,
23935,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole Granted,6JD,Yes,Parole Granted,120.0,D Felony,Property,Theft,Yes,,,
23936,2015,2018,White - Hispanic,,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23937,2015,2018,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
23938,2015,2018,American Indian or Alaska Native - Non-Hispanic,,25-34,C Felony,Property,Burglary,Discharged - Expiration of Sentence,3JD,Yes,Discharged - Expiration of Sentence,1074.0,D Felony,Property,Theft,Yes,,,
23939,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Vandalism,Parole Granted,5JD,Yes,Parole Granted,153.0,D Felony,Property,Vandalism,Yes,,,
23940,2015,2018,White - Non-Hispanic,,35-44,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,No,,,
23941,2015,2018,Black - Non-Hispanic,,Under 25,D Felony,Public Order,Weapons,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
23942,2015,2018,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Parole Granted,484.0,C Felony,Drug,Trafficking,No,,,
23943,2015,2018,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,3JD,No,Parole Granted,,,,,No,,,
23944,2015,2018,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Parole Granted,,,,,No,,,
23945,2015,2018,American Indian or Alaska Native - Non-Hispanic,,25-34,D Felony,Violent,Assault,Discharged - Expiration of Sentence,3JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23946,2015,2018,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
23947,2015,2018,White - Hispanic,,Under 25,D Felony,Other,Other Criminal,Paroled to Detainer - INS,,No,Paroled to Detainer - INS,,,,,Yes,,,
23948,2015,2018,Black - Non-Hispanic,,Under 25,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Parole Granted,169.0,C Felony,Property,Burglary,Yes,,,
23949,2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,6JD,Yes,Released to Special Sentence,586.0,D Felony,Other,Other Criminal,No,,,
23950,2015,2018,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,193.0,Aggravated Misdemeanor,Violent,Assault,Yes,,,
23951,2015,2018,Black - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,8JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23952,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Public Order,OWI,Parole Granted,8JD,Yes,Parole Granted,1015.0,C Felony,Violent,Assault,Yes,,,
23953,2015,2018,White - Non-Hispanic,,55 and Older,D Felony,Public Order,OWI,Parole Granted,6JD,Yes,Parole Granted,272.0,D Felony,Public Order,OWI,No,,,
23954,2015,2018,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,No,,,
23955,2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,2JD,Yes,Discharged - Expiration of Sentence,243.0,Aggravated Misdemeanor,Violent,Assault,Yes,,,
23956,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole Granted,5JD,Yes,Parole Granted,574.0,D Felony,Property,Theft,Yes,,,
23957,2015,2018,Black - Non-Hispanic,,35-44,D Felony,Violent,Assault,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,No,,,
23958,2015,2018,White - Non-Hispanic,,35-44,C Felony,Property,Burglary,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
23959,2015,2018,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
23960,2015,2018,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
23961,2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,314.0,D Felony,Property,Burglary,Yes,,,
23962,2015,2018,White - Hispanic,,25-34,C Felony,Drug,Trafficking,Paroled to Detainer - Out of State,,No,Paroled to Detainer - Out of State,,,,,Yes,,,
23963,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Theft,Released to Special Sentence,5JD,Yes,Released to Special Sentence,204.0,D Felony,Property,Theft,Yes,,,
23964,2015,2018,Black - Non-Hispanic,,45-54,D Felony,Drug,Trafficking,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
23965,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Property,Theft,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,993.0,D Felony,Property,Theft,Yes,,,
23966,2015,2018,White - Non-Hispanic,,25-34,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
23967,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
23968,2015,2018,Black - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,No,,,
23969,2015,2018,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,517.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,,,
23970,2015,2018,Black - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,4JD,Yes,Parole Granted,207.0,C Felony,Drug,Trafficking,No,,,
23971,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Violent,Other Violent,Paroled to Detainer - Out of State,5JD,No,Paroled to Detainer - Out of State,,,,,No,,,
23972,2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Paroled w/Immediate Discharge,5JD,No,Paroled w/Immediate Discharge,,,,,No,,,
23973,2015,2018,White - Non-Hispanic,,55 and Older,D Felony,Public Order,OWI,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
23974,2015,2018,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,1JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23975,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
23976,2015,2018,Black - Non-Hispanic,,Under 25,C Felony,Violent,Other Violent,Parole Granted,5JD,Yes,Parole Granted,410.0,C Felony,Violent,Other Violent,No,,,
23977,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
23978,2015,2018,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
23979,2015,2018,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
23980,2015,2018,White - Hispanic,,25-34,C Felony,Other,Other Criminal,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
23981,2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
23982,2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged - Expiration of Sentence,4JD,Yes,Discharged - Expiration of Sentence,446.0,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,,,
23983,2015,2018,Black - Non-Hispanic,,35-44,B Felony,Violent,Other Violent,Parole Granted,,No,Parole Granted,,,,,Yes,,,
23984,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Discharged - Expiration of Sentence,4JD,No,Discharged - Expiration of Sentence,,,,,No,,,
23985,2015,2018,White - Non-Hispanic,,35-44,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
23986,2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
23987,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,Yes,Parole Granted,875.0,Aggravated Misdemeanor,Violent,Assault,Yes,,,
23988,2015,2018,White - Non-Hispanic,,Under 25,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Parole Granted,334.0,C Felony,Property,Burglary,Yes,,,
23989,2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23990,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
23991,2015,2018,White - Non-Hispanic,,25-34,C Felony,Violent,Assault,Parole Granted,,No,Parole Granted,,,,,Yes,,,
23992,2015,2018,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23993,2015,2018,Black - Non-Hispanic,,35-44,Serious Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
23994,2015,2018,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,Parole Granted,381.0,C Felony,Drug,Trafficking,Yes,,,
23995,2015,2018,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,Yes,Parole Granted,854.0,Aggravated Misdemeanor,Public Order,Traffic,Yes,,,
23996,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
23997,2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
23998,2015,2018,White - Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
23999,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,7JD,Yes,Parole Granted,454.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,,,
24000,2015,2018,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,6JD,Yes,Parole Granted,217.0,C Felony,Drug,Trafficking,Yes,,,
24001,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Paroled to Detainer - Out of State,5JD,No,Paroled to Detainer - Out of State,,,,,Yes,,,
24002,2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole Granted,2JD,Yes,Parole Granted,230.0,D Felony,Drug,Drug Possession,No,,,
24003,2015,2018,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,Parole Granted,295.0,C Felony,Drug,Trafficking,Yes,,,
24004,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,8JD,Yes,Paroled w/Immediate Discharge,1002.0,Aggravated Misdemeanor,Drug,Drug Possession,Yes,,,
24005,2015,2018,White - Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
24006,2015,2018,White - Non-Hispanic,,25-34,C Felony,Other,Other Criminal,Parole Granted,,No,Parole Granted,,,,,Yes,,,
24007,2015,2018,White - Non-Hispanic,,Under 25,B Felony,Other,Other Criminal,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
24008,2015,2018,White - Non-Hispanic,,45-54,C Felony,Property,Theft,Parole Granted,,No,Parole Granted,,,,,Yes,,,
24009,2015,2018,White - Non-Hispanic,,35-44,C Felony,Property,Theft,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
24010,2015,2018,American Indian or Alaska Native - Non-Hispanic,,25-34,D Felony,Violent,Assault,Discharged - Expiration of Sentence,3JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
24011,2015,2018,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,Yes,Parole Granted,425.0,Aggravated Misdemeanor,Violent,Assault,No,,,
24012,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
24013,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,457.0,Aggravated Misdemeanor,Violent,Assault,Yes,,,
24014,2015,2018,Black - Non-Hispanic,,25-34,C Felony,Violent,Robbery,Parole Granted,2JD,Yes,Parole Granted,782.0,C Felony,Violent,Robbery,Yes,,,
24015,2015,2018,White - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole Granted,4JD,Yes,Parole Granted,98.0,C Felony,Property,Theft,Yes,,,
24016,2015,2018,White - Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Paroled to Detainer - INS,,No,Paroled to Detainer - INS,,,,,Yes,,,
24017,2015,2018,Black - Non-Hispanic,,25-34,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Parole Granted,246.0,C Felony,Property,Burglary,Yes,,,
24018,2015,2018,White - Non-Hispanic,,25-34,C Felony,Property,Arson,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
24019,2015,2018,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Violent,Sex,Parole Granted,8JD,Yes,Parole Granted,71.0,Felony - Enhancement to Original Penalty,Violent,Sex,No,,,
24020,2015,2018,Black - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole Granted,,No,Parole Granted,,,,,No,,,
24021,2015,2018,White - Non-Hispanic,,25-34,C Felony,Drug,Other Drug,Parole Granted,8JD,Yes,Parole Granted,642.0,C Felony,Drug,Other Drug,Yes,,,
24022,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,6JD,Yes,Parole Granted,140.0,D Felony,Violent,Assault,Yes,,,
24023,2015,2018,White - Hispanic,,25-34,D Felony,Violent,Sex,Paroled to Detainer - INS,,No,Paroled to Detainer - INS,,,,,No,,,
24024,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Paroled to Detainer - Out of State,,No,Paroled to Detainer - Out of State,,,,,No,,,
24025,2015,2018,White - Non-Hispanic,,25-34,D Felony,Violent,Murder/Manslaughter,Discharged - Expiration of Sentence,5JD,Yes,Discharged - Expiration of Sentence,478.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,,,
24026,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Violent,Other Violent,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
24027,2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Released to Special Sentence,1JD,Yes,Released to Special Sentence,511.0,D Felony,Other,Other Criminal,No,,,
24028,2015,2018,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,8JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
24029,2015,2018,White - Non-Hispanic,,25-34,C Felony,Property,Burglary,Released to Special Sentence,5JD,No,Released to Special Sentence,,,,,Yes,,,
24030,2015,2018,Black - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
24031,2015,2018,Black - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
24032,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole Granted,,No,Parole Granted,,,,,No,,,
24033,2015,2018,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
24034,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Violent,Assault,Paroled to Detainer - Out of State,5JD,No,Paroled to Detainer - Out of State,,,,,Yes,,,
24035,2015,2018,White - Non-Hispanic,,25-34,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
24036,2015,2018,White - Hispanic,,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
24037,2015,2018,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,No,,,
24038,2015,2018,Black - Non-Hispanic,,Under 25,D Felony,Property,Theft,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,372.0,D Felony,Property,Burglary,Yes,,,
24039,2015,2018,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
24040,2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Other Public Order,Parole Granted,5JD,Yes,Parole Granted,268.0,D Felony,Violent,Assault,Yes,,,
24041,2015,2018,White - Non-Hispanic,,45-54,B Felony,Drug,Trafficking,Parole Granted,,No,Parole Granted,,,,,No,,,
24042,2015,2018,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole Granted,4JD,Yes,Parole Granted,119.0,C Felony,Drug,Trafficking,Yes,,,
24043,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
24044,2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,2JD,No,Parole Granted,,,,,No,,,
24045,2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,No,Parole Granted,,,,,No,,,
24046,2015,2018,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole Granted,,No,Parole Granted,,,,,Yes,,,
24047,2015,2018,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
24048,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Violent,Assault,Paroled to Detainer - Iowa,5JD,Yes,Paroled to Detainer - Iowa,231.0,D Felony,Violent,Assault,Yes,,,
24049,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole Granted,7JD,Yes,Parole Granted,375.0,D Felony,Public Order,OWI,Yes,,,
24050,2015,2018,Black - Non-Hispanic,,Under 25,D Felony,Drug,Other Drug,Released to Special Sentence,1JD,Yes,Released to Special Sentence,179.0,Aggravated Misdemeanor,Other,Other Criminal,Yes,,,
24051,2015,2018,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,5JD,Yes,Parole Granted,210.0,C Felony,Property,Theft,Yes,,,
24052,2015,2018,Black - Non-Hispanic,,Under 25,C Felony,Violent,Assault,Parole Granted,8JD,Yes,Parole Granted,483.0,C Felony,Violent,Assault,Yes,,,
24053,2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,Yes,Parole Granted,447.0,D Felony,Property,Forgery/Fraud,Yes,,,
24054,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
24055,2015,2018,American Indian or Alaska Native - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Parole Granted,472.0,C Felony,Drug,Trafficking,No,,,
24056,2015,2018,White - Hispanic,,35-44,B Felony,Drug,Trafficking,Paroled to Detainer - INS,,No,Paroled to Detainer - INS,,,,,No,,,
24057,2015,2018,Black - Non-Hispanic,,55 and Older,C Felony,Violent,Sex,Released to Special Sentence,6JD,No,Released to Special Sentence,,,,,Yes,,,
24058,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
24059,2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole Granted,2JD,No,Parole Granted,,,,,No,,,
24060,2015,2018,Black - Non-Hispanic,,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,331.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,,,
24061,2015,2018,White - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole Granted,6JD,Yes,Parole Granted,501.0,D Felony,Public Order,OWI,No,,,
24062,2015,2018,White - Non-Hispanic,,25-34,C Felony,Violent,Sex,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
24063,2015,2018,American Indian or Alaska Native - Non-Hispanic,,Under 25,D Felony,Public Order,Traffic,Discharged - Expiration of Sentence,3JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
24064,2015,2018,Black - Non-Hispanic,,25-34,C Felony,Property,Burglary,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
24065,2015,2018,Black - Non-Hispanic,,25-34,D Felony,Property,Theft,Discharged - Expiration of Sentence,6JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
24066,2015,2018,White - Non-Hispanic,,25-34,D Felony,Other,Other Criminal,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
24067,2015,2018,White - Non-Hispanic,,25-34,C Felony,Property,Burglary,Parole Granted,4JD,Yes,Parole Granted,909.0,C Felony,Property,Burglary,Yes,,,
24068,2015,2018,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,No,,,
24069,2015,2018,White - Non-Hispanic,,Under 25,C Felony,Violent,Sex,Released to Special Sentence,,No,Released to Special Sentence,,,,,Yes,,,
24070,2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,5JD,Yes,Paroled w/Immediate Discharge,544.0,D Felony,Property,Burglary,Yes,,,
24071,2015,2018,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,5JD,No,Released to Special Sentence,,,,,No,,,
